stream,phi1,mean,16th,84th,type
indus,10.0,15.731062608829777,15.70739255911267,15.754869401446484,dist_mod
jhelum,-16.25,15.344591240876962,15.306179254361163,15.384195220019174,dist_mod
jhelum,0.0,15.536414371290107,15.520728650507783,15.55212425679609,dist_mod
jhelum,16.25,16.17651877522275,16.14477527279837,16.193161792357838,dist_mod
ophiuchus,-1.75,14.942929640672782,14.894158943247596,14.981266167168583,dist_mod
ophiuchus,1.75,14.681156075333755,14.595068027000213,14.767428785776296,dist_mod
pal_5_leading,-8.0,16.47654002640461,16.40806122218255,16.553700600869842,dist_mod
pal_5_leading,-4.0,16.476081418223576,16.443665482801126,16.505961158037916,dist_mod
pal_5_leading,0.0,16.681461605524643,16.635648106941417,16.725779077874453,dist_mod
pal_5_trailing,0.0,16.67665784000391,16.619586034491398,16.728427229691256,dist_mod
pal_5_trailing,0.546875,16.618467835290957,16.593413080315905,16.642126085475777,dist_mod
pal_5_trailing,2.1875,16.64870045765907,16.63519257081752,16.66391449373496,dist_mod
pal_5_trailing,8.75,16.335707929686293,16.303224993779956,16.373538020402005,dist_mod
pal_5_trailing,13.125,16.584463841068786,16.546312069265014,16.621632151273676,dist_mod
pal_5_trailing,17.5,16.274387475343215,16.125102056554077,16.468527116390504,dist_mod
phoenix,-13.0,16.382853468702415,16.316122708049516,16.453148488401922,dist_mod
phoenix,13.0,16.11363739739128,16.04025855933071,16.18260107959775,dist_mod
triangulum,-7.25,17.45638117394224,17.38326887834412,17.51622570822482,dist_mod
triangulum,0.0,17.004794993484484,16.98108664113878,17.03190322388522,dist_mod
triangulum,7.25,17.464459317713725,17.09577075651976,17.539263646982715,dist_mod
tucana_iii,-3.375,16.63192181562609,16.532018466391637,16.739760645885884,dist_mod
tucana_iii,1.8984375,17.09585164213761,17.06018491490627,17.132196140695545,dist_mod
tucana_iii,2.53125,17.02727978529303,16.973773452689457,17.07809243108312,dist_mod
tucana_iii,2.953125,16.704294435594022,16.553300875292578,16.847524427125425,dist_mod
tucana_iii,3.375,16.86413573809637,16.456073276450766,17.24256502273831,dist_mod
turranburra,-7.5,17.367288505709922,17.138929169637297,17.619520386384206,dist_mod
turranburra,0.0,17.18811842833372,17.15033838087949,17.222449731497193,dist_mod
turranburra,7.5,16.852169602365656,16.680648899102753,17.132376023247247,dist_mod
willka_yaku,-8.941045902060601,18.24477870111025,17.93216909998545,18.457878060503138,dist_mod
willka_yaku,-2.6198404537286706,17.627978943920482,17.579191194304986,17.690334365945482,dist_mod
willka_yaku,7.915501960157869,17.840025856548,17.495069094578113,18.25276129218783,dist_mod
